Name;Owner Type;Created at (Year);Created at (Month);Created at (Day);Last Updated at (Year);Last Updated at (Month);Last Updated at (Day);Size;Stars;Watchers;Language;Has Wiki;Forks;Open Issues;Num. Cmts. Dom;Num. Cmts. Seg;Num. Cmts. Ter;Num. Cmts. Qua;Num. Cmts. Qui;Num. Cmts. Sex;Num. Cmts. Sab;Total Commits
Leaflet;Organization;2010;9;22;2015;4;28;37316;10402;10402;JavaScript;False;1897;232;105;507;481;559;543;567;162;2924
sails;Organization;2012;3;18;2015;4;28;23810;10381;10381;JavaScript;False;1116;253;709;805;503;686;667;500;431;4301
textmate;Organization;2012;8;8;2015;4;28;73860;10308;10308;C++;True;1641;22;473;587;470;458;484;432;464;3368
ace;Organization;2010;10;27;2015;4;29;56702;10279;10279;JavaScript;True;2394;314;545;838;829;821;788;756;461;5038
slick;User;2014;3;24;2015;4;28;6284;10140;10140;JavaScript;True;1195;265;57;42;79;61;46;57;55;397
symfony;Organization;2010;1;4;2015;4;28;227250;10107;10107;PHP;False;3978;819;1515;2113;2173;2124;2329;2239;1637;14130
sweetalert;User;2014;9;30;2015;4;28;4676;10035;10035;JavaScript;True;1035;70;15;14;17;12;25;13;13;109
http-api-design;Organization;2014;5;7;2015;4;28;595;10005;10005;None;True;751;33;3;7;6;16;5;10;4;51
diaspora;Organization;2010;9;15;2015;4;28;252881;9935;9935;Ruby;True;2554;410;1400;1907;2110;2109;2191;1889;1467;13073
typeahead.js;Organization;2013;2;19;2015;4;28;5393;9874;9874;JavaScript;False;1680;67;109;57;71;75;37;69;69;487
CodeIgniter;Organization;2011;8;19;2015;4;28;76208;9797;9797;PHP;True;5061;62;602;1100;1165;1093;1028;988;593;6569
Spoon-Knife;User;2011;1;27;2015;4;28;46389;9747;9747;CSS;True;56171;4409;0;0;2;1;0;0;0;3
web-starter-kit;Organization;2014;4;7;2015;4;29;17540;9683;9683;CSS;True;1367;42;14;61;44;82;93;93;32;419
Flat-UI;Organization;2013;3;3;2015;4;29;33157;9665;9665;JavaScript;True;1861;18;18;12;34;37;30;9;13;153
Hover;User;2014;1;2;2015;4;28;1315;9536;9536;CSS;True;1546;10;6;7;12;19;18;6;5;73
Effeckt.css;Organization;2013;7;2;2015;4;28;3627;9506;9506;CSS;True;1387;24;40;36;41;51;51;36;37;292
jquery-mobile;Organization;2010;9;13;2015;4;28;183869;9504;9504;JavaScript;True;2530;313;701;1741;1941;2143;2169;1714;712;11121
polymer;Organization;2012;8;23;2015;4;28;21715;9494;9494;JavaScript;True;872;462;9;357;289;300;278;262;47;1542
grunt;Organization;2011;9;21;2015;4;28;6909;9427;9427;JavaScript;True;1111;124;78;225;294;183;202;190;108;1280
youtube-dl;User;2010;10;31;2015;4;28;72598;9354;9354;Python;False;1856;1079;1133;1064;1004;1008;1014;1023;902;7148
free-for-dev;User;2015;3;18;2015;4;28;3101;9272;9272;None;True;700;22;26;36;60;63;37;23;8;253
fastclick;Organization;2012;2;13;2015;4;28;1966;9270;9270;JavaScript;False;1366;143;22;49;81;61;69;31;20;333
huginn;User;2013;3;10;2015;4;29;14606;9251;9251;Ruby;True;906;171;176;140;163;174;178;164;133;1128
vagrant;User;2010;1;21;2015;4;28;41740;9122;9122;Ruby;True;2002;526;790;794;1037;1068;1042;994;731;6456
js-must-watch;User;2014;6;21;2015;4;28;741;9055;9055;None;True;613;12;12;2;3;8;6;13;23;67
lodash;Organization;2012;4;7;2015;4;28;115963;9040;9040;JavaScript;True;749;2;871;670;766;659;605;570;633;4774
nprogress;User;2013;8;20;2015;4;28;1537;8990;8990;JavaScript;True;809;63;4;13;42;55;5;2;22;143
fullPage.js;User;2013;9;20;2015;4;28;19114;8984;8984;JavaScript;True;2227;56;16;135;113;139;146;120;12;681
dokku;User;2013;6;8;2015;4;28;8269;8958;8958;Shell;True;744;28;153;129;123;102;128;111;100;846
tornado;Organization;2009;9;9;2015;4;28;18919;8957;8957;Python;True;2587;127;648;347;264;257;269;205;436;2426
intro.js;Organization;2013;3;10;2015;4;28;4306;8934;8934;HTML;True;1206;183;13;37;28;43;21;82;19;243
backbone-fundamentals;User;2011;12;20;2015;4;28;134172;8925;8925;JavaScript;True;1430;45;163;111;125;75;144;124;152;894
octopress;User;2009;10;18;2015;4;28;174203;8878;8878;Ruby;True;3167;261;106;84;104;114;105;63;113;689
idiomatic.js;User;2011;5;25;2015;4;29;1972;8869;8869;None;True;1172;56;72;27;58;51;37;70;14;329
jquery-ui;Organization;2010;1;19;2015;4;28;49042;8860;8860;JavaScript;False;3470;21;473;1032;1083;1032;1148;1008;640;6416
the-swift-programming-language-in-chinese;User;2014;6;3;2015;4;28;25804;8830;8830;Python;True;2547;17;131;122;97;92;157;116;156;871
git;Organization;2008;7;23;2015;4;28;376900;8829;8829;C;False;5000;13;2358;3075;2866;3095;3112;3042;2452;20000
hackathon-starter;User;2013;11;13;2015;4;28;11562;8802;8802;CSS;False;1298;2;113;216;289;175;225;188;182;1388
SpinKit;User;2013;12;12;2015;4;28;1439;8797;8797;CSS;True;794;9;41;11;7;7;12;21;7;106
Respond;User;2011;2;7;2015;4;28;1762;8764;8764;JavaScript;True;3187;87;23;52;23;54;33;33;3;221
bootstrap-sass;Organization;2011;9;6;2015;4;29;9771;8748;8748;Ruby;False;1956;9;87;87;155;149;139;96;78;791
rethinkdb;Organization;2012;10;30;2015;4;28;450546;8720;8720;C++;False;747;930;338;3862;4166;3966;3837;3453;378;20000
video.js;Organization;2010;5;14;2015;4;29;23195;8713;8713;JavaScript;True;2399;193;52;316;292;229;258;239;39;1425
SDWebImage;User;2009;9;21;2015;4;28;8166;8703;8703;Objective-C;True;2419;130;52;121;123;95;86;79;30;586
jasmine;Organization;2008;12;2;2015;4;28;11644;8695;8695;JavaScript;True;1382;32;103;199;185;202;195;187;94;1165
bootstrap;Organization;2012;10;5;2015;4;28;20047;8674;8674;JavaScript;True;4556;582;137;140;137;100;101;101;149;865
GPUImage;User;2012;2;13;2015;4;28;46809;8599;8599;Objective-C;True;2092;612;84;130;111;96;112;102;101;736
awesome-sysadmin;User;2014;2;9;2015;4;28;2573;8589;8589;None;True;1176;123;27;19;37;20;38;41;34;216
storm;User;2011;9;17;2015;4;28;27015;8586;8586;Java;True;1721;51;135;210;239;345;226;175;162;1492
gitbook;Organization;2014;3;31;2015;4;28;9912;8571;8571;JavaScript;False;781;192;158;260;176;168;129;177;105;1173
reddit;Organization;2008;6;18;2015;4;28;49915;8557;8557;Python;True;1753;242;271;1032;1181;1107;1173;875;219;5858
thefuck;User;2015;4;8;2015;4;29;1517;8545;8545;Python;True;373;40;12;21;33;30;16;18;26;156
zepto;User;2010;9;20;2015;4;28;20860;8493;8493;HTML;True;1955;81;177;213;180;179;143;163;136;1191
Skeleton;User;2011;4;30;2015;4;28;5291;8478;8478;CSS;True;1401;51;13;48;12;25;26;8;6;138
dashing;Organization;2012;7;18;2015;4;28;4197;8457;8457;JavaScript;True;843;153;6;15;26;31;22;20;5;125
scrapy;Organization;2010;2;22;2015;4;28;28319;8447;8447;Python;True;2383;248;271;668;718;687;758;665;278;4045
phaser;User;2013;4;12;2015;4;28;191139;8440;8440;JavaScript;False;2945;60;230;447;577;474;527;482;195;2932
q;User;2010;9;4;2015;4;28;4446;8436;8436;JavaScript;True;680;70;115;77;113;94;85;104;103;691
Android-Universal-Image-Loader;User;2011;11;27;2015;4;28;25400;8389;8389;Java;True;3920;176;200;93;101;99;116;88;192;889
angular-seed;Organization;2010;12;24;2015;4;28;55371;8370;8370;JavaScript;True;5024;35;10;33;25;25;28;44;8;173
electron;Organization;2013;4;12;2015;4;29;20917;8357;8357;C++;False;603;161;264;586;508;524;538;554;235;3209
AngularJS-Learning;User;2013;6;6;2015;4;28;2705;8356;8356;None;True;1503;13;32;77;56;58;66;63;33;385
ievms;User;2011;8;5;2015;4;28;743;8288;8288;Shell;True;380;72;10;6;8;23;7;11;20;85
jade;Organization;2010;6;23;2015;4;28;19645;8283;8283;JavaScript;False;1285;65;131;253;318;256;269;397;175;1799
materialize;User;2014;9;12;2015;4;29;116245;8261;8261;CSS;True;868;201;169;281;276;262;167;199;121;1475
emscripten;User;2011;2;12;2015;4;28;219200;8199;8199;C;True;940;575;1053;1840;1940;1958;1924;2035;1420;12170
handlebars.js;User;2010;7;31;2015;4;28;5391;8194;8194;JavaScript;False;1152;12;194;225;169;135;108;115;218;1164
htaccess;User;2015;1;27;2015;4;28;1082;8179;8179;None;True;674;1;6;32;26;10;8;7;7;96
syncthing;Organization;2013;11;26;2015;4;28;65849;8148;8148;Go;True;561;143;297;327;277;283;254;171;223;1832
parallax;User;2013;8;1;2015;4;28;2831;8129;8129;JavaScript;True;1184;44;4;10;7;8;4;9;9;51
material;Organization;2014;7;1;2015;4;28;85952;8086;8086;JavaScript;False;1185;498;76;337;375;320;340;280;79;1807
ruby-style-guide;User;2011;9;12;2015;4;29;5079;8009;8009;None;True;1942;57;45;80;61;73;60;56;42;417
awesome-php;User;2013;11;26;2015;4;28;3963;7973;7973;None;False;1425;69;53;124;168;107;93;113;21;679
Alamofire;Organization;2014;7;31;2015;4;28;3159;7951;7951;Swift;False;946;17;15;13;27;48;67;49;17;236
Vundle.vim;User;2010;10;17;2015;4;28;2551;7943;7943;VimL;True;863;84;85;62;59;66;55;80;107;514
RestKit;Organization;2010;2;9;2015;4;28;68931;7934;7934;Objective-C;True;1863;250;211;354;532;542;552;446;216;2853
How-to-Make-a-Computer-Operating-System;User;2013;11;29;2015;4;28;3264;7927;7927;C;False;1280;26;29;29;15;29;9;28;30;169
ReactiveCocoa;Organization;2012;3;2;2015;4;28;28492;7914;7914;Objective-C;False;1169;109;473;696;758;632;697;766;438;4460
history.js;Organization;2011;1;20;2015;4;28;4546;7883;7883;JavaScript;True;1112;197;7;19;43;30;31;94;25;249
hubot;Organization;2011;8;27;2015;4;29;5978;7869;7869;CoffeeScript;True;1696;86;111;137;184;155;204;160;164;1115
what-happens-when;User;2013;11;7;2015;4;29;1907;7864;7864;None;True;481;63;24;19;13;21;19;26;33;155
masonry;User;2009;11;21;2015;4;28;2396;7857;7857;JavaScript;False;1487;23;34;53;75;72;44;40;78;396
tomorrow-theme;User;2011;2;14;2015;4;28;4650;7807;7807;CSS;True;1668;76;28;36;49;49;53;47;22;284
go;Organization;2014;8;19;2015;4;29;170846;7743;7743;Go;True;633;1604;996;3567;3864;3869;3645;3120;939;20000
PhotoSwipe;User;2011;4;7;2015;4;28;35269;7676;7676;JavaScript;True;999;31;29;49;41;36;61;48;12;276
dropzone;User;2012;2;12;2015;4;28;8538;7656;7656;JavaScript;True;1986;281;37;87;103;126;93;93;73;612
mustache.js;User;2009;10;4;2015;4;28;3562;7650;7650;JavaScript;True;1584;48;55;100;65;75;62;66;57;480
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers;User;2013;1;14;2015;4;28;81020;7605;7605;Python;True;1748;59;71;120;90;70;93;73;79;596
LightTable;Organization;2012;6;27;2015;4;28;29142;7598;7598;Clojure;True;658;251;41;105;127;114;98;99;89;673
material-ui;Organization;2014;8;18;2015;4;28;25973;7541;7541;JavaScript;True;883;139;91;219;144;130;103;153;98;938
onepage-scroll;User;2013;9;12;2015;4;28;1339;7540;7540;JavaScript;True;1782;189;8;4;9;8;4;2;3;38
corefx;Organization;2014;11;6;2015;4;29;38828;7513;7513;"""C#""";True;1493;346;79;206;245;217;218;247;96;1308
SlidingMenu;User;2012;6;30;2015;4;28;29303;7508;7508;Java;True;4447;269;29;63;46;56;44;38;9;285
three20;Organization;2009;2;19;2015;4;28;33231;7500;7500;Objective-C;False;1620;202;184;217;308;250;233;260;144;1596
angular-styleguide;User;2014;7;29;2015;4;28;6696;7474;7474;None;False;975;19;83;76;65;84;58;54;89;509
android-open-project;User;2014;1;5;2015;4;28;4037;7473;7473;None;True;4205;12;57;95;77;72;54;63;62;480
TimelineJS;Organization;2012;3;6;2015;4;28;23128;7464;7464;JavaScript;False;1518;160;67;143;178;206;120;127;35;876
requirejs;User;2010;2;3;2015;4;28;18920;7441;7441;PHP;True;1273;127;175;189;205;146;157;151;131;1154
statsd;Organization;2010;12;30;2015;4;28;3409;7439;7439;JavaScript;True;1053;52;39;112;104;90;71;94;56;566
PM2;User;2013;5;21;2015;4;28;11311;7413;7413;JavaScript;True;592;148;123;238;256;299;222;272;126;1536
pixi.js;User;2013;1;21;2015;4;28;53154;7403;7403;JavaScript;True;1520;70;285;252;304;321;274;219;217;1872
kubernetes;Organization;2014;6;6;2015;4;29;210350;7392;7392;Go;True;1482;956;285;1015;1105;1094;1140;953;247;5839
pace;Organization;2013;9;12;2015;4;28;2880;7383;7383;CSS;True;798;91;6;43;23;15;100;90;25;302
uBlock;User;2014;6;22;2015;4;28;95275;7328;7328;JavaScript;True;317;138;331;337;338;346;339;329;318;2338
velocity;User;2014;4;9;2015;4;28;4447;7327;7327;JavaScript;True;602;39;56;76;70;105;104;81;36;528
Projects;User;2013;7;4;2015;4;28;10353;7309;7309;None;False;4172;5;14;24;14;30;39;25;12;158
ruby;Organization;2010;2;27;2015;4;28;270915;7304;7304;Ruby;False;2194;74;2357;2805;3122;3058;3044;3059;2555;20000
YouCompleteMe;User;2012;4;16;2015;4;28;39292;7247;7247;Python;True;800;52;179;188;184;194;186;171;190;1292
spin.js;User;2011;8;16;2015;4;28;32264;7243;7243;JavaScript;False;795;86;3;22;58;39;32;37;3;194
gogs;Organization;2014;2;12;2015;4;28;18785;7237;7237;Go;False;591;266;260;242;218;253;254;254;208;1689
request;Organization;2011;1;23;2015;4;28;7049;7212;7212;JavaScript;True;930;118;139;195;168;180;171;207;134;1194
goagent;User;2014;4;7;2015;4;28;95601;7205;7205;Python;False;3315;7;563;431;408;447;367;345;404;2965
raphael;User;2008;9;2;2015;4;28;8668;7191;7191;JavaScript;False;1090;332;30;55;61;48;59;53;29;335
node-browserify;User;2010;9;22;2015;4;28;9898;7173;7173;JavaScript;True;630;210;177;258;258;416;283;232;210;1834
solarized;User;2011;2;18;2015;4;28;37140;7161;7161;VimL;False;1856;185;23;20;43;41;69;44;46;286
MBProgressHUD;User;2009;5;31;2015;4;28;2333;7157;7157;Objective-C;True;1957;36;38;37;66;25;43;29;14;252
markdown-here;User;2012;5;13;2015;4;28;16982;7135;7135;JavaScript;True;1048;83;123;118;70;104;86;77;86;664
shadowsocks;Organization;2012;4;20;2015;4;29;3803;7133;7133;Python;True;1527;6;110;86;58;81;90;101;105;631
jquery-cookie;User;2009;8;3;2015;4;28;1171;7061;7061;JavaScript;True;3125;0;10;27;19;35;31;55;30;207
mongo;Organization;2009;1;15;2015;4;29;286459;7040;7040;C++;False;1997;11;1018;3883;3924;3650;3504;3171;850;20000
headroom.js;User;2013;8;7;2015;4;28;1311;7035;7035;JavaScript;True;478;18;3;16;4;21;15;17;5;81
capistrano;Organization;2009;2;26;2015;4;29;11656;7005;7005;Ruby;True;1178;55;54;54;85;47;57;122;27;446
FlappySwift;Organization;2014;6;3;2015;4;28;1778;6939;6939;Swift;True;2089;16;2;7;7;4;0;2;2;24
yeoman;Organization;2012;4;13;2015;4;28;23933;6904;6904;None;False;674;10;79;155;150;157;155;129;69;894
paperclip;Organization;2008;4;10;2015;4;28;11184;6881;6881;Ruby;True;1502;256;86;154;233;226;203;491;85;1478
dashboards;Organization;2014;8;8;2015;4;28;2934;6879;6879;JavaScript;True;568;10;14;23;29;19;12;40;2;139
famous;Organization;2014;4;9;2015;4;29;6073;6872;6872;JavaScript;False;838;92;48;127;127;124;97;97;47;667
2048;User;2014;3;5;2015;4;28;20100;6855;6855;CSS;True;12342;73;15;21;22;37;12;11;20;138
picturefill;User;2012;2;21;2015;4;28;28166;6817;6817;JavaScript;True;848;53;15;87;102;75;86;54;8;427
sentry;Organization;2010;8;30;2015;4;28;64712;6814;6814;Python;False;810;208;840;1412;1352;1137;1112;791;697;7341
martini;Organization;2013;10;30;2015;4;28;2188;6809;6809;Go;False;673;6;36;40;61;59;72;72;54;394
bitcoin;Organization;2010;12;19;2015;4;28;121871;6791;6791;C++;False;4748;482;647;783;857;835;815;792;619;5348
ui-router;Organization;2013;1;18;2015;4;28;12260;6791;6791;JavaScript;True;1545;399;29;77;70;85;127;76;45;509
ActionBarSherlock;User;2011;3;7;2015;4;28;18403;6777;6777;Java;False;3913;88;222;248;188;219;200;180;97;1354
python-guide;User;2011;3;15;2015;4;28;2782;6772;6772;Shell;True;2177;49;107;170;132;82;145;128;145;909
toxcore;User;2013;6;24;2015;4;28;45333;6766;6766;C;True;849;179;346;351;375;370;319;402;380;2543
frontend-stuff;User;2014;10;5;2015;4;28;1560;6757;6757;None;True;513;24;37;19;23;19;13;21;6;138
mongoose;Organization;2010;4;6;2015;4;28;38471;6732;6732;JavaScript;True;1019;433;191;741;813;779;677;705;311;4217
node-inspector;Organization;2010;7;17;2015;4;28;11532;6730;6730;JavaScript;True;434;72;26;94;94;75;82;61;32;464
ionicons;Organization;2013;10;10;2015;4;28;18638;6713;6713;CSS;True;625;86;3;9;38;23;27;16;4;120
MagicalRecord;Organization;2010;7;27;2015;4;28;13411;6680;6680;Objective-C;True;1151;122;109;109;129;91;91;79;96;704
PredictionIO;Organization;2013;1;25;2015;4;28;38936;6651;6651;Scala;False;710;6;211;495;610;524;588;490;184;3102
CodeMirror;Organization;2011;1;14;2015;4;28;34797;6630;6630;JavaScript;True;1693;68;242;995;827;731;779;693;275;4542
awesome-nodejs;User;2014;7;11;2015;4;28;2460;6601;6601;None;False;597;0;24;23;26;20;31;47;28;199
echarts;Organization;2013;4;3;2015;4;28;91189;6597;6597;JavaScript;True;2202;207;53;294;300;248;269;234;35;1433
mean;Organization;2013;5;22;2015;4;28;13564;6574;6574;JavaScript;True;1929;219;186;156;157;157;154;77;71;958
jQuery-menu-aim;User;2013;3;3;2015;4;28;2287;6563;6563;JavaScript;True;962;50;9;6;3;2;0;1;9;30
iosched;Organization;2014;4;1;2015;4;28;21445;6539;6539;Java;False;2327;30;3;13;22;18;16;3;4;79
build-web-application-with-golang;User;2012;8;2;2015;4;28;29086;6535;6535;Go;True;2294;10;211;143;173;213;220;113;139;1212
resque;Organization;2009;8;12;2015;4;27;7754;6515;6515;Ruby;True;1210;125;86;328;246;324;233;224;159;1600
mocha;Organization;2011;3;7;2015;4;28;13890;6512;6512;JavaScript;True;1032;142;170;139;244;241;209;221;117;1341
javascript-patterns;User;2011;12;10;2015;4;28;1711;6478;6478;JavaScript;True;1194;60;18;30;21;21;26;14;22;152
homebrew-cask;Organization;2012;3;5;2015;4;28;144107;6464;6464;Ruby;False;2068;223;1569;2707;1323;5670;3384;2395;2952;20000
rbenv;User;2011;8;1;2015;4;29;3040;6463;6463;Shell;True;620;40;32;43;58;77;87;48;42;387
pageres;User;2014;2;7;2015;4;28;10052;6412;6412;JavaScript;False;296;5;23;40;37;32;23;34;20;209
DesignPatternsPHP;User;2011;8;22;2015;4;28;4595;6409;6409;PHP;True;1283;9;41;37;79;43;33;45;66;344
nvm;User;2010;4;15;2015;4;28;4901;6405;6405;Shell;True;643;65;112;105;109;99;99;139;117;780
Mantle;Organization;2012;9;5;2015;4;28;4196;6366;6366;Objective-C;False;685;32;47;191;198;159;130;105;49;879
fmdb;User;2010;7;6;2015;4;28;3198;6347;6347;Objective-C;True;1488;113;28;42;55;58;54;53;29;319
wysihtml5;Organization;2011;6;20;2015;4;28;6355;6326;6326;JavaScript;True;1031;289;20;25;19;26;18;34;2;144
knockout;Organization;2010;7;5;2015;4;28;16459;6322;6322;JavaScript;True;1084;235;76;147;174;237;197;180;61;1072
awesome-react;User;2014;8;6;2015;4;28;3474;6313;6313;JavaScript;True;421;3;50;73;57;65;55;91;50;441
etcd;Organization;2013;7;6;2015;4;29;32706;6292;6292;Go;False;791;166;274;591;621;628;597;532;257;3500
immutable-js;Organization;2014;7;2;2015;4;28;24992;6290;6290;JavaScript;True;282;113;46;126;161;166;119;111;50;779
spree;Organization;2008;3;10;2015;4;28;135017;6281;6281;Ruby;True;2946;109;792;2356;2681;2812;2748;2404;909;14702
Snap.svg;Organization;2013;8;15;2015;4;28;4303;6280;6280;JavaScript;False;560;144;10;43;51;122;50;41;4;321
ipython;Organization;2010;5;10;2015;4;28;116631;6276;6276;Python;True;1880;887;1579;2436;2932;2753;2837;2565;1569;16671
jquery.transit;User;2011;11;12;2015;4;27;1904;6269;6269;JavaScript;True;821;132;59;45;25;23;11;28;9;200
lets-chat;Organization;2012;3;9;2015;4;29;27457;6266;6266;JavaScript;True;724;87;83;166;133;152;175;200;77;986
compass;Organization;2008;8;23;2015;4;28;31375;6250;6250;CSS;True;1161;350;605;504;401;323;373;455;505;3166
android;Organization;2011;9;8;2015;4;28;15488;6225;6225;Java;True;3054;142;105;512;592;490;435;355;72;2561
hub;Organization;2009;12;5;2015;4;28;8058;6211;6211;Go;False;553;107;205;222;322;245;250;198;190;1632
bootstrap-datepicker;User;2012;3;17;2015;4;28;8548;6204;6204;JavaScript;False;2527;338;99;110;127;102;119;112;69;738
libgdx;Organization;2012;8;10;2015;4;28;995266;6199;6199;Java;True;3841;97;1668;1281;1239;1163;1149;1197;1324;9021
The-Art-Of-Programming-By-July;User;2013;12;14;2015;4;28;34999;6176;6176;C;True;3108;48;297;391;531;532;615;430;319;3115
websocketd;User;2013;2;14;2015;4;28;2444;6169;6169;Go;True;226;16;15;20;25;20;40;39;5;164
Magnific-Popup;User;2013;1;10;2015;4;28;3195;6161;6161;JavaScript;False;1350;317;23;26;34;36;34;40;20;213
blessed-contrib;User;2015;1;14;2015;4;28;5300;6157;6157;JavaScript;True;183;16;28;27;15;39;11;25;25;170
playframework;Organization;2011;9;7;2015;4;28;125087;6148;6148;Scala;False;2169;197;247;754;739;699;702;663;249;4053
bluebird;User;2013;9;7;2015;4;28;18787;6132;6132;JavaScript;True;460;13;216;233;171;208;158;171;185;1342
vim-pathogen;User;2009;12;13;2015;4;28;620;6130;6130;VimL;True;722;21;33;16;15;9;25;21;18;137
colour-schemes;User;2012;6;7;2015;4;29;13008;6127;6127;CSS;True;747;45;34;18;14;19;16;20;42;163
backbone.marionette;Organization;2011;12;12;2015;4;28;23690;6120;6120;JavaScript;False;1158;89;292;311;387;331;262;239;246;2068
linux-dash;User;2013;10;16;2015;4;28;5065;6120;6120;JavaScript;True;656;6;88;46;46;83;61;41;48;413
awesome-android-ui;User;2014;12;24;2015;4;28;394120;6106;6106;None;True;1151;5;40;15;22;20;21;23;11;152
marked;User;2011;7;24;2015;4;28;2630;6100;6100;JavaScript;True;842;291;78;74;62;84;57;64;93;512
riotjs;Organization;2013;9;27;2015;4;28;6606;6100;6100;JavaScript;True;489;66;74;119;148;135;128;116;74;794
janus;Organization;2010;8;8;2015;4;28;1559;6099;6099;VimL;True;761;75;59;86;160;125;154;73;54;711
grape;Organization;2010;8;2;2015;4;28;12352;6086;6086;Ruby;True;667;89;132;171;123;139;172;160;98;995
chartist-js;User;2014;3;9;2015;4;28;11165;6083;6083;JavaScript;True;500;36;132;76;47;50;48;56;99;508
git-extras;User;2010;8;4;2015;4;28;3667;6072;6072;Shell;True;394;74;53;57;85;102;66;80;52;495
npm;Organization;2009;9;29;2015;4;28;63765;6062;6062;JavaScript;True;1225;824;638;844;924;867;949;870;451;5543
mermaid;User;2014;11;1;2015;4;27;10887;6040;6040;JavaScript;True;184;42;50;40;33;31;27;11;40;232
koa;Organization;2013;7;20;2015;4;28;4775;6034;6034;JavaScript;True;425;11;79;62;88;76;90;76;68;539
android-async-http;User;2011;2;20;2015;4;28;5089;6023;6023;Java;True;2913;36;69;90;90;56;97;66;133;601
favicon-cheat-sheet;User;2013;8;5;2015;4;28;698;6020;6020;None;True;275;34;0;6;4;7;7;10;18;52
flight;Organization;2013;1;30;2015;4;28;3468;6004;6004;JavaScript;False;548;14;31;65;66;41;59;50;29;341
capybara;User;2009;11;4;2015;4;28;12946;5982;5982;Ruby;False;881;47;187;219;270;223;247;322;178;1646
awesome-go;User;2014;7;6;2015;4;29;3731;5979;5979;Go;False;587;4;134;108;81;57;50;51;31;512
fig-standards;Organization;2010;11;5;2015;4;28;7281;5955;5955;None;True;1443;80;96;134;190;139;140;125;58;882
Parsley.js;User;2012;12;16;2015;4;28;11818;5955;5955;JavaScript;True;973;70;123;119;132;125;112;80;82;773
es6features;User;2014;3;3;2015;4;28;647;5936;5936;None;False;406;6;3;19;17;8;8;4;3;62
forever;Organization;2010;9;27;2015;4;29;2170;5925;5925;JavaScript;True;424;123;97;76;54;70;98;84;65;544
flux;Organization;2014;7;20;2015;4;28;2928;5902;5902;JavaScript;True;979;31;12;26;12;19;15;37;17;138
autoprefixer;Organization;2013;3;14;2015;4;28;4729;5893;5893;JavaScript;True;254;13;146;154;129;132;168;120;122;971
activeadmin;Organization;2010;4;15;2015;4;28;18320;5880;5880;Ruby;True;2087;185;259;411;501;575;518;407;267;2938
scrollReveal.js;User;2014;1;16;2015;4;29;1278;5878;5878;JavaScript;True;802;0;0;0;5;6;10;10;5;36
mousetrap;User;2012;7;5;2015;4;28;1479;5876;5876;JavaScript;True;501;95;70;47;70;48;13;27;29;304
selectize.js;User;2012;8;29;2015;4;29;6778;5864;5864;JavaScript;True;1060;305;78;61;58;73;106;41;57;474
mailcheck;Organization;2012;3;12;2015;4;28;1006;5859;5859;JavaScript;True;338;20;12;11;12;20;15;17;9;96
colors;User;2013;6;17;2015;4;28;1411;5845;5845;CSS;True;346;6;12;42;10;7;23;9;15;118
offline;Organization;2013;10;21;2015;4;28;2485;5844;5844;CSS;True;469;59;4;43;26;45;65;36;3;222
cancan;User;2009;11;17;2015;4;28;8361;5819;5819;Ruby;True;806;265;17;45;102;55;60;61;22;362
scikit-learn;Organization;2010;8;17;2015;4;28;123817;5816;5816;Python;True;3469;641;1843;2586;2750;2840;2388;2204;1777;16388
bootswatch;User;2012;2;7;2015;4;28;33828;5814;5814;HTML;False;1464;6;99;152;188;120;136;137;147;979
picasso;Organization;2013;5;14;2015;4;28;17327;5793;5793;Java;False;1658;101;30;85;89;99;104;73;35;515
ungit;User;2013;5;19;2015;4;28;22670;5786;5786;JavaScript;True;332;99;306;185;180;229;206;114;213;1433
UglifyJS;User;2010;8;15;2015;4;28;2285;5784;5784;JavaScript;False;525;151;86;76;74;30;76;62;66;470
cocos2d-x;Organization;2010;11;18;2015;4;28;1404299;5777;5777;C++;True;4191;784;703;3471;3515;3390;3665;3350;956;19050
sass;Organization;2010;9;22;2015;4;28;29485;5773;5773;Ruby;False;1175;157;696;664;673;530;615;1003;524;4705
isotope;Organization;2011;1;1;2015;4;28;2899;5768;5768;JavaScript;False;1061;38;115;106;114;107;123;99;71;735
source-code-pro;Organization;2012;8;9;2015;4;29;14457;5756;5756;HTML;True;519;9;2;6;9;5;11;8;2;43
php-src;Organization;2011;6;16;2015;4;28;1360699;5754;5754;C;False;2080;183;2274;3333;3614;3343;2962;2695;1779;20000
breach_core;Organization;2013;9;20;2015;4;28;12064;5751;5751;JavaScript;True;548;62;9;48;33;28;50;39;13;220
carrierwave;Organization;2008;8;28;2015;4;28;6827;5740;5740;Ruby;True;953;51;164;158;187;261;293;208;176;1447
spacegray;User;2013;12;18;2015;4;28;4059;5718;5718;JavaScript;True;348;43;13;35;30;28;19;24;14;163
gremlins.js;Organization;2013;10;21;2015;4;28;3075;5711;5711;JavaScript;True;244;17;9;10;15;22;31;23;0;110
cakephp;Organization;2010;5;8;2015;4;28;164634;5710;5710;PHP;True;2579;139;3442;2818;2769;2665;2851;2414;3041;20000
bourbon;Organization;2011;4;23;2015;4;29;8587;5708;5708;CSS;True;609;16;75;85;84;82;84;285;60;755
the_silver_searcher;User;2011;11;19;2015;4;28;6318;5703;5703;C;True;423;130;198;183;204;175;167;156;201;1284
