Name;Owner Type;Created at (Year);Created at (Month);Created at (Day);Last Updated at (Year);Last Updated at (Month);Last Updated at (Day);Size;Stars;Watchers;Language;Has Wiki;Forks;Open Issues;Num. Cmts. Dom;Num. Cmts. Seg;Num. Cmts. Ter;Num. Cmts. Qua;Num. Cmts. Qui;Num. Cmts. Sex;Num. Cmts. Sab;Total Commits
android-best-practices;Organization;2014;7;29;2015;4;28;1108;3563;3563;Java;False;509;17;3;30;24;19;11;38;5;130
legit;User;2011;6;25;2015;4;28;2266;3561;3561;Python;True;148;65;59;41;27;17;11;23;40;218
Tweaks;Organization;2014;3;14;2015;4;28;1391;3555;3555;Objective-C;True;287;18;7;10;13;8;20;9;16;83
butterknife;User;2013;3;5;2015;4;28;4547;3553;3553;Java;False;706;22;30;83;64;22;27;19;20;265
winston;Organization;2010;12;29;2015;4;28;3455;3553;3553;JavaScript;False;447;93;88;94;114;95;101;79;33;604
gow;User;2010;7;14;2015;4;29;13964;3553;3553;NSIS;True;148;98;5;0;1;2;0;0;3;11
chef;Organization;2009;1;15;2015;4;29;166620;3552;3552;Ruby;False;1437;444;478;1740;1881;1862;1881;1675;518;10035
generator-angular;Organization;2012;11;21;2015;4;28;8985;3550;3550;JavaScript;False;1668;28;66;76;101;73;99;84;53;552
Flashlight;User;2014;11;3;2015;4;28;76651;3545;3545;Python;True;265;59;168;178;184;279;212;138;136;1295
Design-Patterns-In-Swift;User;2014;7;13;2015;4;28;1289;3544;3544;Swift;True;273;8;8;9;6;7;7;13;14;64
facebook-php-sdk;Organization;2011;12;30;2015;4;28;1985;3541;3541;PHP;False;3295;6;7;33;53;31;27;33;19;203
awesomplete;User;2015;2;18;2015;4;28;1036;3538;3538;HTML;True;207;27;8;3;8;7;20;6;6;58
json-framework;User;2010;6;14;2015;4;28;6741;3538;3538;Objective-C;True;743;3;297;104;101;91;82;92;174;941
android-bootstrap;Organization;2012;9;5;2015;4;28;2650;3536;3536;Java;True;1115;30;20;22;32;23;19;17;21;154
perfmap;User;2014;9;17;2015;4;27;966;3535;3535;JavaScript;True;126;14;2;10;4;4;2;7;1;30
memcached;Organization;2009;4;24;2015;4;28;8931;3535;3535;C;False;1159;29;137;190;217;201;127;140;76;1088
oboe.js;User;2013;3;11;2015;4;28;35320;3535;3535;JavaScript;True;124;21;151;270;360;478;506;368;222;2355
Comcast;User;2014;11;12;2015;4;28;482;3534;3534;Go;True;110;5;0;5;7;21;5;9;0;47
bounce.js;Organization;2014;4;10;2015;4;28;890;3534;3534;CSS;True;224;7;24;16;9;42;29;13;11;144
transactional-email-templates;Organization;2014;8;7;2015;4;28;300;3533;3533;HTML;True;334;0;0;6;1;7;6;3;0;23
realm-cocoa;Organization;2012;4;16;2015;4;28;114694;3531;3531;Objective-C;True;281;114;73;791;824;801;763;668;81;4001
plyr;Organization;2015;2;14;2015;4;28;5451;3528;3528;JavaScript;True;197;13;31;18;33;12;14;12;30;150
cube;Organization;2011;9;12;2015;4;28;5120;3526;3526;JavaScript;True;404;48;10;34;16;22;21;23;17;143
stroll.js;User;2012;4;14;2015;4;28;281;3525;3525;HTML;True;669;12;14;6;20;6;3;12;26;87
ShareJS;Organization;2011;4;18;2015;4;28;8091;3521;3521;JavaScript;True;377;95;77;168;212;130;173;237;75;1072
ngbp;Organization;2013;2;14;2015;4;28;2745;3521;3521;JavaScript;True;1077;139;2;9;30;20;8;21;4;94
kss;User;2011;11;25;2015;4;28;1071;3514;3514;Ruby;False;246;25;13;34;11;13;18;39;12;140
travis-ci;Organization;2011;2;28;2015;4;28;15167;3510;3510;Ruby;False;350;603;532;459;474;468;423;419;420;3195
groupcache;Organization;2013;7;22;2015;4;28;518;3506;3506;Go;True;299;6;1;2;6;8;1;2;0;20
KaTeX;Organization;2013;7;5;2015;4;28;11088;3505;3505;JavaScript;True;174;76;30;29;43;47;25;45;19;238
framework;Organization;2013;1;10;2015;4;28;64952;3499;3499;PHP;False;1921;94;424;891;929;978;961;946;486;5615
flynn;Organization;2013;7;9;2015;4;28;51454;3498;3498;Go;False;243;183;431;563;461;531;431;485;368;3270
PathFinding.js;User;2011;10;6;2015;4;27;2044;3493;3493;JavaScript;True;403;30;59;76;58;88;73;44;47;445
mailinabox;Organization;2013;8;21;2015;4;28;4501;3492;3492;Python;True;207;70;118;94;130;94;72;72;100;680
cool-retro-term;User;2013;11;22;2015;4;28;18478;3489;3489;QML;True;141;65;42;63;36;72;57;70;58;398
openFrameworks;Organization;2009;10;21;2015;4;28;1354763;3488;3488;C;True;1265;572;1138;1255;1090;1028;1087;975;1215;7788
virtual-dom;User;2014;1;23;2015;4;28;2505;3488;3488;JavaScript;True;161;36;64;41;51;14;35;43;55;303
dat;User;2013;6;27;2015;4;28;5981;3480;3480;JavaScript;True;193;118;111;105;164;162;99;106;79;826
celery;Organization;2009;4;24;2015;4;28;54101;3476;3476;Python;True;1148;310;409;1326;1330;1427;1615;1262;509;7878
libuv;Organization;2011;3;29;2015;4;28;24588;3472;3472;C;True;804;80;0;0;0;1;0;0;0;1
fog;Organization;2009;5;18;2015;4;28;47112;3472;3472;Ruby;True;1433;88;539;1668;1631;1708;1571;1346;498;8961
validator.js;User;2010;10;6;2015;4;28;2641;3468;3468;JavaScript;True;360;6;69;77;54;88;171;69;63;591
junit;Organization;2009;1;13;2015;4;28;28374;3467;3467;Java;True;1379;130;146;314;317;263;260;253;115;1668
CSS-Guidelines;User;2012;3;10;2015;4;28;1095;3463;3463;None;True;721;14;4;24;7;4;7;6;15;67
vert.x;Organization;2011;6;17;2015;4;28;376806;3462;3462;Java;True;705;16;38;139;147;148;166;147;50;835
jquery-placeholder;User;2010;1;19;2015;4;28;963;3461;3461;JavaScript;False;1300;59;5;20;13;23;19;11;8;99
MPAndroidChart;User;2014;4;25;2015;4;28;20267;3459;3459;Java;True;1007;33;85;109;94;85;110;109;77;669
pry;Organization;2010;12;7;2015;4;28;13915;3458;3458;Ruby;True;310;124;530;441;375;396;416;382;498;3038
SublimeCodeIntel;Organization;2011;5;31;2015;4;28;59193;3458;3458;Python;False;345;224;41;51;54;81;92;68;44;431
walkway;User;2014;8;13;2015;4;28;314;3457;3457;JavaScript;True;142;4;3;1;9;2;3;7;11;36
kibana;Organization;2013;1;26;2015;4;28;72061;3457;3457;JavaScript;False;1291;459;89;898;972;1037;964;1035;79;5074
docopt;Organization;2012;4;7;2015;4;28;1570;3454;3454;Python;False;245;120;86;43;57;39;40;44;76;385
consul;Organization;2013;11;4;2015;4;28;15884;3450;3450;Go;True;347;181;112;405;321;420;398;292;114;2062
Imager.js;Organization;2013;8;7;2015;4;28;7722;3437;3437;JavaScript;False;187;14;13;43;35;59;59;32;32;273
daux.io;User;2013;6;3;2015;4;28;2727;3429;3429;PHP;True;408;48;23;45;32;25;22;33;24;204
markdown-js;User;2009;12;18;2015;4;28;2697;3425;3425;JavaScript;True;504;59;40;66;31;86;52;49;50;374
ResearchKit;Organization;2015;3;10;2015;4;28;18766;3415;3415;Objective-C;True;355;29;11;23;49;41;33;32;18;207
primer;Organization;2015;3;19;2015;4;28;3846;3413;3413;CSS;False;194;8;7;30;18;12;10;12;14;103
bootflat.github.io;User;2014;3;6;2015;4;28;6233;3410;3410;CSS;True;333;37;3;14;20;14;37;14;26;128
shipyard;Organization;2013;6;16;2015;4;28;22082;3409;3409;Go;True;306;80;134;95;72;107;68;104;95;675
ngxtop;User;2014;3;21;2015;4;27;382;3409;3409;Python;True;171;21;1;6;5;2;1;10;3;28
rocksdb;Organization;2012;11;30;2015;4;28;63274;3407;3407;C++;True;631;57;111;593;586;576;581;525;119;3091
BOOTSTRA.386;User;2013;4;12;2015;4;28;9110;3406;3406;HTML;True;167;19;22;16;10;19;55;20;14;156
tether;Organization;2013;10;15;2015;4;28;3494;3406;3406;HTML;True;150;26;5;83;85;50;98;35;23;379
css-loaders;User;2014;5;6;2015;4;28;515;3398;3398;CSS;True;529;9;1;6;9;3;5;0;12;36
BlocksKit;User;2011;5;17;2015;4;28;7375;3395;3395;Objective-C;False;452;42;118;139;156;150;111;134;132;940
masscan;User;2013;7;28;2015;4;28;3989;3389;3389;C;True;452;86;48;56;28;66;46;54;41;339
django-cms;Organization;2009;3;5;2015;4;28;60929;3388;3388;Python;True;1303;244;517;1164;1317;1454;1455;1373;496;7776
friendly_id;User;2008;4;18;2015;4;28;6378;3388;3388;Ruby;True;389;8;101;229;235;238;192;149;97;1241
presto;Organization;2012;8;9;2015;4;28;84376;3385;3385;Java;False;774;224;169;858;970;999;797;875;256;4924
finagle;Organization;2010;10;19;2015;4;29;36434;3383;3383;Scala;False;643;44;26;566;759;722;716;596;86;3471
streem;User;2014;12;11;2015;4;25;1608;3367;3367;C;True;196;23;22;31;43;47;48;35;30;256
puma;Organization;2011;9;23;2015;4;28;9652;3366;3366;Ruby;True;395;62;171;262;272;197;214;239;238;1593
Gooey;User;2014;1;1;2015;4;28;3572;3361;3361;Python;True;144;10;52;13;19;20;15;10;26;155
PhotoView;User;2012;7;17;2015;4;28;34083;3356;3356;Java;True;1365;24;11;41;35;23;53;44;20;227
webpy;Organization;2008;9;29;2015;4;27;2212;3354;3354;Python;False;840;172;43;111;133;126;151;76;56;696
SparkleShare;User;2010;10;2;2015;4;28;43205;3354;3354;"""C#""";True;454;51;765;463;484;456;505;451;662;3786
AndroidStaggeredGrid;Organization;2013;12;9;2015;4;28;898;3349;3349;Java;True;873;88;16;19;10;11;10;6;21;93
cockroach;Organization;2014;2;6;2015;4;28;28944;3349;3349;Go;True;258;62;91;234;244;244;253;194;93;1353
fonts;Organization;2015;2;11;2015;4;28;204543;3348;3348;HTML;True;195;16;1;68;6;2;4;4;2;87
backup;Organization;2009;10;1;2015;4;27;6700;3345;3345;Ruby;True;399;12;151;135;116;160;134;128;168;992
doom3.gpl;User;2011;11;22;2015;4;27;9330;3344;3344;C++;False;1019;3;3;6;2;9;4;6;2;32
cardslib;User;2013;9;20;2015;4;28;30344;3340;3340;Java;False;911;105;41;102;88;116;88;75;77;587
awesome-ios;User;2014;7;10;2015;4;28;2217;3340;3340;None;False;428;0;14;22;39;52;55;41;9;232
phonegap-start;Organization;2010;11;2;2015;4;28;23639;3340;3340;JavaScript;False;6581;9;1;12;15;24;11;11;0;74
At.js;User;2012;1;18;2015;4;28;3480;3338;3338;CoffeeScript;True;368;6;40;34;77;79;86;62;41;419
WebFundamentals;Organization;2014;4;28;2015;4;28;522662;3335;3335;HTML;False;488;166;59;492;525;527;485;422;57;2567
mitmproxy;Organization;2010;2;16;2015;4;28;27222;3334;3334;JavaScript;True;407;37;312;212;214;220;245;248;230;1681
store.js;User;2010;6;27;2015;4;28;822;3331;3331;JavaScript;True;410;9;37;22;23;45;37;32;22;218
caffe;Organization;2013;9;12;2015;4;28;60606;3330;3330;C++;True;1934;328;225;398;406;360;362;365;236;2352
kraken-js;Organization;2013;9;30;2015;4;28;2358;3329;3329;JavaScript;True;376;18;17;70;80;48;53;36;20;324
node-restify;User;2011;4;25;2015;4;28;5372;3325;3325;JavaScript;True;417;118;96;141;131;136;149;92;64;809
monolog;User;2011;2;17;2015;4;28;4529;3324;3324;PHP;True;593;42;122;157;142;159;147;109;43;879
wifiphisher;User;2014;9;26;2015;4;28;1481;3321;3321;Python;True;524;29;17;5;10;14;2;22;5;75
SlackTextViewController;Organization;2014;8;18;2015;4;28;11970;3320;3320;Objective-C;False;245;15;32;127;108;79;91;94;60;591
mono;Organization;2010;7;22;2015;4;28;1376973;3320;3320;"""C#""";False;1665;98;909;3172;3870;3699;3747;3423;1180;20000
PagerSlidingTabStrip;User;2013;4;26;2015;4;28;5007;3305;3305;Java;True;1615;140;5;8;2;2;1;4;6;28
dagger;Organization;2012;8;2;2015;4;28;5420;3303;3303;Java;False;654;65;27;77;102;69;42;42;24;383
FullScreenMario;User;2013;1;25;2015;4;26;22701;3300;3300;None;True;964;47;14;19;13;25;28;24;13;136
metalsmith;Organization;2014;2;4;2015;4;28;3134;3300;3300;JavaScript;True;249;9;13;30;22;24;12;32;23;156
color-thief;User;2011;11;1;2015;4;28;1665;3299;3299;JavaScript;False;402;40;11;4;3;3;18;3;4;46
mithril.js;User;2014;3;17;2015;4;28;7041;3297;3297;HTML;True;256;24;85;126;106;142;109;97;68;733
winjs;Organization;2014;3;25;2015;4;28;24060;3296;3296;TypeScript;True;386;150;15;246;286;280;254;255;14;1350
go;Organization;2013;8;14;2015;4;28;2214;3294;3294;None;True;1771;15;25;23;30;23;40;25;25;191
retinajs;Organization;2012;4;4;2015;4;28;2625;3293;3293;JavaScript;True;511;55;7;12;8;15;25;32;37;136
otp;Organization;2009;11;16;2015;4;28;203764;3293;3293;Erlang;True;1045;91;373;1694;2167;2142;1961;1786;340;10463
natural;Organization;2011;5;7;2015;4;28;9380;3290;3290;JavaScript;True;321;45;130;123;138;90;87;101;92;761
slim;Organization;2010;9;13;2015;4;28;4799;3289;3289;Ruby;True;285;16;204;172;267;301;186;214;149;1493
KIF;Organization;2011;6;2;2015;4;28;8849;3289;3289;Objective-C;True;582;58;51;73;91;98;79;81;29;502
UglifyJS2;User;2012;8;27;2015;4;28;4533;3286;3286;JavaScript;True;384;177;73;90;103;140;76;83;36;601
SubtlePatterns;User;2012;6;14;2015;4;28;538700;3285;3285;PHP;True;439;6;3;4;9;9;7;3;5;40
paper_trail;User;2009;5;27;2015;4;28;4857;3284;3284;Ruby;True;429;45;19;158;155;181;191;135;26;865
bespoke.js;User;2012;12;13;2015;4;28;1046;3282;3282;JavaScript;True;363;2;22;56;30;19;41;21;15;204
grunt-uncss;User;2013;9;13;2015;4;28;1212;3281;3281;HTML;True;153;20;28;37;16;16;12;37;33;179
spectacle;User;2010;7;11;2015;4;28;11725;3280;3280;Objective-C;False;194;83;60;49;52;67;76;38;54;396
liquid;Organization;2008;5;8;2015;4;28;7665;3280;3280;Ruby;True;436;39;44;113;95;112;128;95;28;615
magic;User;2013;6;12;2015;4;28;420;3274;3274;CSS;True;581;2;2;16;7;10;11;7;1;54
vim.js;User;2013;11;30;2015;4;26;65675;3269;3269;C;True;182;13;40;44;26;10;27;23;30;200
jswiki;User;2011;1;17;2015;4;28;1706;3269;3269;JavaScript;True;222;1;0;4;7;4;2;3;0;20
core;Organization;2012;8;25;2015;4;29;1014576;3268;3268;PHP;True;1051;1721;1633;3079;3076;3329;3120;3111;1662;19010
react-primer-draft;User;2015;3;22;2015;4;28;556;3266;3266;None;True;82;3;10;17;28;8;7;0;7;77
ResumeSample;Organization;2014;9;8;2015;4;28;309;3266;3266;None;True;989;2;2;4;0;0;1;13;1;21
bootstrap-switch;User;2013;1;24;2015;4;28;3247;3266;3266;CoffeeScript;True;770;37;56;59;69;52;101;83;50;470
ThinkUp;Organization;2009;6;6;2015;4;28;53752;3264;3264;PHP;True;750;192;322;444;429;268;454;351;273;2541
xiki;User;2008;6;5;2015;4;29;7643;3263;3263;Ruby;True;207;101;138;108;173;108;125;164;76;892
facebook-android-sdk;Organization;2010;5;10;2015;4;27;16236;3262;3262;Java;False;1924;0;7;106;115;84;81;67;10;470
syntaxhighlighter;Organization;2010;12;16;2015;4;28;7273;3261;3261;JavaScript;True;916;191;27;53;72;13;37;31;29;262
appirater;User;2009;9;7;2015;4;28;1387;3256;3256;Objective-C;True;719;60;11;22;27;28;21;24;20;153
mediaelement;User;2010;7;28;2015;4;28;190219;3255;3255;JavaScript;True;774;634;202;351;432;292;387;361;186;2211
vim-multiple-cursors;User;2013;4;14;2015;4;28;1998;3252;3252;VimL;True;123;28;18;23;15;18;12;10;10;106
hint.css;User;2012;12;30;2015;4;28;766;3250;3250;CSS;True;420;25;60;25;3;8;3;1;29;129
termui;User;2015;2;3;2015;4;28;5489;3250;3250;Go;True;99;14;6;2;10;8;15;13;6;60
Hystrix;Organization;2012;11;19;2015;4;28;33189;3250;3250;Java;True;556;40;27;146;175;121;135;163;48;815
JazzHands;Organization;2013;9;29;2015;4;28;1869;3247;3247;Objective-C;True;306;6;18;16;11;16;15;12;9;97
gumbo-parser;Organization;2013;8;2;2015;4;28;4645;3246;3246;HTML;True;399;23;49;40;51;78;12;16;16;262
sprint;User;2014;8;27;2015;4;29;535;3243;3243;JavaScript;True;101;16;9;26;27;28;16;32;13;151
Numeral-js;User;2012;10;1;2015;4;27;2087;3241;3241;JavaScript;True;347;134;15;76;50;51;35;33;13;273
stellar;Organization;2014;6;27;2015;4;27;780;3241;3241;Python;False;96;12;2;3;2;1;26;110;9;153
objective-c-style-guide;Organization;2013;7;31;2015;4;28;1457;3237;3237;None;False;678;22;16;26;15;30;16;15;18;136
mkcast;User;2015;1;8;2015;4;28;1208;3237;3237;Python;True;64;11;4;4;3;13;3;4;1;32
responsive-nav.js;User;2013;3;5;2015;4;28;7192;3234;3234;JavaScript;False;518;14;46;93;41;110;63;52;26;431
nokogiri;Organization;2008;7;14;2015;4;28;16836;3233;3233;Java;True;443;194;317;473;577;470;497;530;316;3180
acts-as-taggable-on;User;2008;3;21;2015;4;28;3057;3230;3230;Ruby;True;720;103;60;120;125;118;121;105;68;717
sirius;User;2014;5;13;2015;4;28;874737;3223;3223;C++;True;425;33;65;73;105;91;114;70;77;595
vimrc;User;2012;5;29;2015;4;29;8474;3222;3222;VimL;True;1125;36;22;9;23;15;13;9;25;116
socketstream;Organization;2011;1;14;2015;4;28;8824;3215;3215;JavaScript;False;252;20;146;159;180;146;154;119;107;1011
redis-py;User;2009;11;6;2015;4;28;4249;3215;3215;Python;True;757;103;78;138;129;120;83;93;59;700
dropwizard;Organization;2011;1;19;2015;4;28;28369;3214;3214;Java;True;1323;40;267;381;328;390;386;353;251;2356
weave;Organization;2014;8;18;2015;4;28;9372;3213;3213;Go;True;169;99;67;223;260;253;229;246;85;1363
jquery-backstretch;User;2009;12;17;2015;4;28;3196;3208;3208;JavaScript;False;847;165;6;13;21;23;3;12;3;81
